id,Neighborhood,YearBuilt,Price
29421,Suburb,2011,337422.787
29422,Urban,2003,270130.5596
29423,Rural,1965,267142.1506
29424,Urban,1974,302086.0925
29425,Rural,1992,241278.8253
29426,Rural,1961,91205.34807
29427,Urban,2003,318134.487
29428,Urban,1957,209296.8309
29429,Suburb,1966,217712.5197
29430,Suburb,1983,201393.2033
29431,Urban,2015,140339.6355
29432,Rural,2011,325181.2573
29433,Urban,2019,117072.9619
29434,Suburb,2003,311964.9717
29435,Suburb,1984,230818.1813
29436,Rural,1987,180433.357
29437,Suburb,1977,165444.4177
29438,Urban,2013,155371.4197
29439,Rural,2008,220425.7095
29440,Urban,2002,229470.1876
29441,Rural,2020,210726.6515
29442,Rural,1960,203760.1512
29443,Urban,1998,280654.8453
29444,Suburb,2016,102370.993
29445,Suburb,1966,215972.3039
29446,Rural,1956,149135.7838
29447,Rural,1965,68931.84905
29448,Suburb,1954,96271.48959
29449,Rural,2018,239991.1909
29450,Suburb,1992,272275.9408
29451,Suburb,2014,290254.4022
29452,Urban,1955,385563.3951
29453,Urban,1962,376982.3552
29454,Suburb,1990,97844.67352
29455,Suburb,1972,147913.697
29456,Urban,1977,266909.2162
29457,Suburb,1957,191977.1131
29458,Suburb,1963,100920.8768
29459,Rural,1953,317548.085
29460,Urban,2018,345661.4474
29461,Urban,1953,237148.6642
29462,Urban,1975,272066.2833
29463,Rural,1984,281386.8912
29464,Urban,1956,260256.4019
29465,Urban,1992,155220.9845
29466,Urban,1986,96950.35279
29467,Suburb,1960,174279.5587
29468,Rural,1972,185896.3164
29469,Suburb,1978,225721.7518
29470,Urban,1971,317671.5468
29471,Rural,1992,131104.3823
29472,Suburb,2001,212029.7657
29473,Rural,1972,245445.1767
29474,Urban,1953,176621.4403
29475,Rural,2011,262903.6543
29476,Urban,1982,412620.573
29477,Rural,1989,151419.914
29478,Urban,2011,308018.8012
29479,Urban,1987,241086.7243
29480,Rural,1995,157113.0889
29481,Suburb,1988,188716.807
29482,Urban,1961,68502.04053
29483,Urban,1998,259690.7851
29484,Urban,1958,152214.9168
29485,Suburb,1976,61705.60004
29486,Urban,1955,125536.7723
29487,Suburb,1989,171830.3391
29488,Urban,1987,137913.6044
29489,Rural,2010,236417.4312
29490,Rural,1980,333690.8979
29491,Urban,1981,248635.1616
29492,Urban,1964,223765.6475
29493,Rural,1983,416102.8841
29494,Suburb,1957,179527.5823
29495,Suburb,1976,149176.4836
29496,Urban,2010,240200.8689
29497,Suburb,1953,340301.6554
29498,Suburb,1992,194070.8795
29499,Urban,1962,297841.0346
29500,Urban,2011,300411.4147
29501,Suburb,1972,240956.6277
29502,Rural,2017,248930.577
29503,Suburb,1966,306619.6889
29504,Rural,1976,321154.1654
29505,Suburb,1967,169725.2509
29506,Rural,1965,93171.00525
29507,Urban,1972,264066.1169
29508,Suburb,2008,184519.7939
29509,Urban,1957,211933.0282
29510,Rural,1996,120388.5956
29511,Urban,1992,220692.1867
29512,Urban,1981,307207.6867
29513,Rural,1982,372206.0745
29514,Rural,1973,227717.1841
29515,Suburb,1963,266111.6797
29516,Rural,1964,271093.5912
29517,Rural,1983,128141.1025
29518,Rural,1967,159197.5216
29519,Rural,1964,164925.0663
29520,Urban,1967,260786.3188
29521,Urban,1955,170601.0619
29522,Rural,1977,83116.37071
29523,Urban,1983,194545.673
29524,Suburb,1969,201487.7184
29525,Urban,1977,316615.5824
29526,Rural,1980,284202.747
29527,Rural,1957,316690.0171
29528,Urban,1996,181525.6251
29529,Suburb,1954,112745.3822
29530,Suburb,1990,196842.7864
29531,Rural,1990,336262.814
29532,Suburb,1971,141576.4552
29533,Rural,2019,282511.503
29534,Rural,1973,266278.3123
29535,Suburb,2013,269876.786
29536,Rural,1969,323777.5243
29537,Urban,2018,283217.065
29538,Urban,1982,175553.5379
29539,Urban,1984,125988.5383
29540,Urban,1972,192559.2154
29541,Urban,1957,180578.428
29542,Urban,2000,184355.4017
29543,Urban,1965,249966.178
29544,Rural,1965,355387.1478
29545,Rural,1993,98908.42651
29546,Urban,2015,262328.8393
29547,Suburb,2001,165945.7672
29548,Suburb,1995,176639.8532
29549,Suburb,1974,258261.9326
29550,Rural,2016,229001.9907
29551,Suburb,2000,291219.0521
29552,Urban,1964,288979.343
29553,Suburb,1953,263274.7452
29554,Rural,1950,362225.6908
29555,Suburb,2003,249741.7728
29556,Suburb,2004,143710.6576
29557,Urban,1965,111430.5695
29558,Suburb,1958,211076.0988
29559,Urban,1950,208660.3781
29560,Rural,1990,295871.0947
29561,Suburb,1993,183792.5611
29562,Rural,1997,109617.7084
29563,Rural,1986,147559.6819
29564,Rural,1963,220030.1768
29565,Urban,1977,227422.5703
29566,Suburb,1966,126823.9238
29567,Rural,1982,200380.4607
29568,Rural,1993,239786.6627
29569,Suburb,2014,163164.576
29570,Rural,2018,190777.9293
29571,Urban,1994,185458.17
29572,Rural,1986,301331.4561
29573,Suburb,1956,213500.4519
29574,Suburb,2017,326709.138
29575,Suburb,1973,277103.0229
29576,Rural,1981,201415.2824
29577,Suburb,2011,276444.8701
29578,Rural,1978,247967.8446
29579,Urban,1990,207782.5906
29580,Rural,2007,146324.6016
29581,Urban,2021,261406.363
29582,Suburb,1976,84551.55841
29583,Urban,1994,252791.4731
29584,Rural,1984,264050.9815
29585,Urban,1994,207727.1454
29586,Urban,2004,352176.1323
29587,Suburb,1998,190024.9245
29588,Urban,1956,221256.6612
29589,Rural,2000,324344.3902
29590,Urban,1960,346257.7784
29591,Rural,1991,339011.9349
29592,Rural,1991,159565.1189
29593,Urban,1958,269146.9493
29594,Rural,1985,185195.9023
29595,Rural,1991,367799.7554
29596,Urban,2001,311683.015
29597,Suburb,1995,230891.926
29598,Rural,1974,308108.2975
29599,Suburb,1954,166241.3808
29600,Urban,1997,121133.2848
29601,Suburb,1952,160754.2026
29602,Suburb,1954,153777.6433
29603,Suburb,2005,248592.7263
29604,Rural,1987,236233.7833
29605,Suburb,1992,248320.8109
29606,Rural,2011,129669.3033
29607,Rural,1960,280629.8173
29608,Rural,1953,134769.5438
29609,Rural,2009,107354.8513
29610,Urban,2012,213002.229
29611,Suburb,1993,212187.7995
29612,Rural,1953,265768.9596
29613,Rural,1959,183938.4231
29614,Rural,1978,207924.5554
29615,Suburb,2012,184293.1017
29616,Urban,1999,229503.0358
29617,Suburb,1962,344704.4822
29618,Rural,1965,164693.7417
29619,Suburb,1994,145769.9908
29620,Suburb,2008,282839.3038
29621,Suburb,1962,93503.22309
29622,Urban,2003,321368.0264
29623,Rural,1990,327008.2336
29624,Urban,2003,263754.9027
29625,Urban,1979,181628.537
29626,Suburb,1970,179270.3901
29627,Rural,1992,70022.50369
29628,Rural,1993,238826.8335
29629,Rural,1983,264146.5831
29630,Rural,2013,170454.7695
29631,Urban,2006,282314.7717
29632,Rural,1957,269830.4331
29633,Rural,1995,274938.5593
29634,Urban,1965,191389.3531
29635,Rural,1983,217495.7936
29636,Rural,1993,326366.0275
29637,Suburb,1996,331906.7239
29638,Rural,1973,334006.5289
29639,Suburb,1987,371502.0842
29640,Urban,1963,186055.627
29641,Suburb,1961,165597.9872
29642,Urban,1959,190542.1591
29643,Rural,1970,295570.9568
29644,Suburb,1959,349667.5534
29645,Suburb,2006,106934.8882
29646,Suburb,1967,234793.248
29647,Urban,1952,299946.5694
29648,Suburb,2016,330793.1013
29649,Rural,2021,349263.9251
29650,Rural,2002,158833.5841
29651,Suburb,1967,116933.6821
29652,Rural,2011,290209.758
29653,Urban,1957,317389.951
29654,Suburb,1968,206609.4962
29655,Suburb,1966,96954.71472
29656,Rural,1991,150433.7029
29657,Urban,2015,152269.8252
29658,Suburb,2011,246737.5039
29659,Suburb,1961,204077.181
29660,Rural,1965,170649.3208
29661,Urban,1980,352424.5191
29662,Urban,1965,305807.8779
29663,Rural,1985,335546.3299
29664,Rural,1981,126991.354
29665,Urban,1963,177524.0385
29666,Urban,2008,204782.7067
29667,Urban,2008,302614.9052
29668,Suburb,1979,119190.2831
29669,Rural,1953,127036.4837
29670,Urban,2017,205692.6884
29671,Urban,1971,348875.7299
29672,Urban,1992,224945.9628
29673,Rural,2006,184931.276
29674,Suburb,1981,206580.893
29675,Suburb,2011,127253.092
29676,Rural,2009,160153.4984
29677,Suburb,1957,13848.4939
29678,Urban,2002,266440.6292
29679,Urban,1992,209626.4027
29680,Urban,1959,208738.0784
29681,Suburb,2013,162962.62
29682,Suburb,2010,214441.6381
29683,Rural,1983,212801.1516
29684,Rural,1973,317767.5439
29685,Urban,1955,238650.3098
29686,Rural,1961,222055.7617
29687,Rural,1969,141223.3643
29688,Suburb,1994,412058.9857
29689,Urban,1962,335824.3169
29690,Rural,1961,360405.1929
29691,Rural,1960,220411.6303
29692,Suburb,2020,233002.5558
29693,Urban,1979,212621.7558
29694,Suburb,1970,162746.3179
29695,Suburb,1979,89713.60875
29696,Urban,2019,188051.2623
29697,Rural,1956,181421.2635
29698,Suburb,1993,162157.766
29699,Urban,2003,198977.9736
29700,Suburb,1951,207481.2591
29701,Rural,1976,211832.9511
29702,Rural,1967,192183.2217
29703,Suburb,1982,232094.6849
29704,Rural,2016,206281.9717
29705,Suburb,1969,327295.0016
29706,Suburb,1962,325264.7287
29707,Urban,1990,287289.0287
29708,Urban,1989,222374.3554
29709,Suburb,1966,138472.4645
29710,Suburb,1961,366633.0782
29711,Suburb,1957,302207.2166
29712,Suburb,1961,320680.5062
29713,Suburb,1985,163283.4757
29714,Urban,1958,231536.857
29715,Suburb,1965,223859.7138
29716,Urban,1963,301291.9665
29717,Rural,1983,256751.5612
29718,Suburb,2001,148230.6298
29719,Urban,1994,217022.7078
29720,Urban,1996,106971.9838
29721,Rural,1968,364131.8687
29722,Rural,2014,194106.2939
29723,Rural,1988,185666.9361
29724,Suburb,1959,313764.8195
29725,Suburb,1950,108289.0699
29726,Suburb,2010,279014.5915
29727,Rural,2021,338222.0158
29728,Urban,1978,163170.2385
29729,Urban,1977,178205.3142
29730,Rural,1991,64589.17661
29731,Suburb,1979,287432.3021
29732,Urban,1981,215269.7786
29733,Urban,1999,183804.7787
29734,Urban,2006,216688.3052
29735,Urban,1954,254167.3756
29736,Suburb,1998,132258.1382
29737,Suburb,1981,235874.9343
29738,Suburb,2001,274331.9842
29739,Urban,1983,288980.8369
29740,Suburb,1956,339536.6738
29741,Urban,2000,294608.6732
29742,Suburb,2000,262719.1937
29743,Urban,1996,110138.1064
29744,Rural,1984,326570.9056
29745,Suburb,1985,300280.9735
29746,Rural,1961,150285.1028
29747,Suburb,1954,297422.2359
29748,Rural,2020,123399.2922
29749,Rural,1994,169730.9711
29750,Rural,2012,221122.9377
29751,Suburb,2015,218641.0749
29752,Urban,1970,173545.1223
29753,Urban,1986,304721.4659
29754,Urban,1975,198528.3837
29755,Suburb,1983,105751.1494
29756,Urban,2018,367506.7755
29757,Suburb,1998,209008.7858
29758,Urban,2007,422083.7277
29759,Rural,1950,247695.2317
29760,Rural,1992,165967.2274
29761,Rural,1974,246420.3236
29762,Suburb,1983,102816.0465
29763,Rural,1986,200495.1378
29764,Rural,1993,162488.586
29765,Urban,2011,285298.3305
29766,Suburb,1989,169936.4337
29767,Urban,1957,225215.024
29768,Rural,1972,298695.2152
29769,Rural,1990,84155.68355
29770,Urban,1982,209737.6022
29771,Suburb,1952,193843.3376
29772,Suburb,1961,284316.0282
29773,Urban,1958,185300.324
29774,Urban,2004,314707.1457
29775,Suburb,1962,183070.6267
29776,Rural,1964,182585.6034
29777,Rural,1991,323072.9676
29778,Suburb,1991,273711.1582
29779,Urban,1974,199916.5535
29780,Rural,1989,182554.8465
29781,Suburb,2002,159784.2455
29782,Rural,2011,336308.6449
29783,Urban,1971,319177.0752
29784,Rural,2012,173671.981
29785,Suburb,2002,359127.8997
29786,Urban,1952,391709.9161
29787,Suburb,1960,205077.563
29788,Suburb,2013,285648.3201
29789,Rural,2015,128152.5405
29790,Suburb,1987,298321.7932
29791,Suburb,1960,225121.4347
29792,Rural,1981,177907.7326
29793,Rural,2003,112940.5321
29794,Rural,1958,219455.3829
29795,Urban,1982,202304.6221
29796,Rural,1982,280939.8869
29797,Rural,2013,228433.295
29798,Urban,1952,120246.0034
29799,Urban,1980,100260.1562
29800,Rural,2012,167614.2345
29801,Rural,2000,334990.7784
29802,Rural,2000,174428.239
29803,Suburb,1954,344184.977
29804,Rural,1994,274850.9385
29805,Rural,1952,222719.8857
29806,Rural,2013,289144.0278
29807,Urban,1982,207083.9599
29808,Suburb,1993,364583.7917
29809,Rural,2009,243351.2787
29810,Rural,2000,85068.39788
29811,Rural,1980,182032.1994
29812,Urban,1968,258776.0725
29813,Rural,1982,256668.7346
29814,Rural,2014,238300.597
29815,Urban,1983,253646.8057
29816,Urban,1992,287015.9562
29817,Urban,2016,193078.9838
29818,Urban,1978,151556.4085
29819,Urban,2007,240453.4918
29820,Urban,1979,132933.7888
29821,Urban,1951,219475.1094
29822,Urban,1954,278053.5057
29823,Urban,1985,220271.8764
29824,Rural,1998,139367.9345
29825,Suburb,2016,251452.7115
29826,Rural,1975,122720.2086
29827,Urban,1954,122176.4958
29828,Rural,1988,-847.8950726
29829,Urban,1980,212333.2743
29830,Suburb,1979,192881.6115
29831,Suburb,1956,186211.1561
29832,Urban,1970,276991.5017
29833,Urban,1954,299119.4187
29834,Rural,1972,193540.5679
29835,Rural,1980,214377.648
29836,Urban,2000,224668.0911
29837,Suburb,1974,188082.7749
29838,Rural,1956,241963.9648
29839,Rural,2021,234466.0976
29840,Suburb,1980,106002.1871
29841,Suburb,1951,230961.2183
29842,Rural,2015,159876.5872
29843,Urban,1980,250358.2162
29844,Suburb,1964,170939.4625
29845,Rural,2019,125959.7602
29846,Urban,2017,142437.9718
29847,Urban,1972,328943.6654
29848,Urban,1973,98729.80398
29849,Rural,1995,148401.8419
29850,Rural,1981,286445.3462
29851,Suburb,1977,319863.8589
29852,Suburb,1974,134064.9744
29853,Urban,2002,308566.1784
29854,Urban,1963,227790.2883
29855,Rural,1984,242700.4628
29856,Rural,1991,96922.06535
29857,Suburb,2017,213563.7002
29858,Suburb,1997,259946.1877
29859,Rural,1953,259616.2951
29860,Urban,1958,158334.8317
29861,Urban,1987,151206.4243
29862,Suburb,2007,147717.2177
29863,Suburb,2018,137181.1523
29864,Urban,1962,224078.8589
29865,Rural,1960,187309.6419
29866,Urban,2020,351837.9848
29867,Urban,2013,326809.1007
29868,Urban,1988,151421.3089
29869,Suburb,2006,159377.17
29870,Urban,1996,152773.5846
29871,Urban,1968,182823.7918
29872,Urban,1962,218243.8986
29873,Urban,1953,151242.1604
29874,Rural,1982,352295.6613
29875,Rural,1953,202935.8354
29876,Suburb,2015,135127.3576
29877,Urban,2014,66222.31357
29878,Rural,1996,287869.9629
29879,Suburb,1963,99196.79185
29880,Urban,2006,211193.4784
29881,Urban,1983,352972.7945
29882,Urban,1953,225517.9661
29883,Urban,2001,305508.3263
29884,Rural,1953,156771.8323
29885,Rural,2005,247572.0546
29886,Urban,1973,122891.688
29887,Urban,2000,243164.0313
29888,Suburb,1985,392325.1929
29889,Rural,2015,93496.70556
29890,Urban,2020,329581.5355
29891,Suburb,1973,381210.7465
29892,Suburb,2006,188166.4128
29893,Urban,1959,234657.5259
29894,Rural,1979,48634.18356
29895,Suburb,2001,258829.6312
29896,Suburb,1976,293717.504
29897,Suburb,2018,258474.3828
29898,Suburb,1984,237498.0792
29899,Suburb,1973,279449.3584
29900,Urban,2014,342106.5154
29901,Suburb,1959,274668.8541
29902,Rural,2007,210560.7345
29903,Rural,1965,348164.8991
29904,Suburb,1991,221345.1331
29905,Suburb,1970,266668.4455
29906,Suburb,1975,271441.3222
29907,Urban,1994,268663.8953
29908,Suburb,2018,224496.3404
29909,Urban,2017,309849.9448
29910,Suburb,1998,118049.1637
29911,Urban,1978,303990.0373
29912,Urban,2021,117210.5188
29913,Suburb,2021,156070.3588
29914,Suburb,2011,310605.7973
29915,Suburb,2000,159489.5671
29916,Suburb,1962,145764.4595
29917,Urban,2007,282003.0764
29918,Suburb,1988,300148.6721
29919,Rural,1974,314038.4845
29920,Rural,1985,90423.2179
29921,Suburb,1995,179625.3966
29922,Urban,1962,120146.2347
29923,Rural,1977,183031.3226
29924,Urban,1981,268389.2828
29925,Suburb,1994,202148.9819
29926,Suburb,2008,204363.8773
29927,Suburb,1995,196591.7128
29928,Rural,2010,277685.5228
29929,Suburb,1959,217432.1273
29930,Urban,1969,201411.4311
29931,Urban,2003,373287.7436
29932,Urban,2005,226406.1414
29933,Suburb,2003,23176.97604
29934,Urban,2008,320732.8358
29935,Rural,1972,317549.9786
29936,Rural,2015,182520.924
29937,Urban,1990,277300.1095
29938,Rural,2006,251374.5074
29939,Urban,2005,227791.4839
29940,Rural,1979,110502.007
29941,Rural,1983,268449.9082
29942,Suburb,1970,160055.7853
29943,Urban,1964,244485.5108
29944,Urban,1979,273029.5059
29945,Rural,2003,59122.79344
29946,Rural,1999,200267.0355
29947,Suburb,2021,427993.1919
29948,Urban,1968,356757.9021
29949,Suburb,1979,294585.2784
29950,Rural,1952,253044.0219
29951,Rural,1997,105783.0994
29952,Suburb,1968,348000.0484
29953,Rural,2006,279289.0812
29954,Rural,2019,240562.9197
29955,Urban,2004,209790.5686
29956,Rural,2005,334055.8503
29957,Urban,1974,169982.9022
29958,Rural,2005,158015.1125
29959,Urban,1957,221000.0109
29960,Rural,1990,364164.4183
29961,Urban,1986,385883.5854
29962,Urban,1979,144409.398
29963,Urban,2018,234741.8334
29964,Urban,2009,193113.8314
29965,Suburb,1985,123718.0637
29966,Urban,1995,75194.18509
29967,Rural,1963,287717.3188
29968,Suburb,1966,160804.5612
29969,Rural,2012,75323.48183
29970,Rural,1997,243064.6779
29971,Suburb,1973,240303.2797
29972,Urban,1956,187070.5227
29973,Suburb,1979,66163.22773
29974,Rural,1980,281437.1915
29975,Suburb,1987,195088.3168
29976,Urban,1991,301074.7952
29977,Urban,1976,297770.5178
29978,Suburb,2005,278204.9108
29979,Rural,2014,310766.3364
29980,Urban,1979,153705.3862
29981,Urban,1978,2697.849758
29982,Rural,2007,242480.5262
29983,Suburb,1961,163278.3398
29984,Urban,1961,189841.6395
29985,Rural,2016,200249.9336
29986,Suburb,2014,285823.8381
29987,Rural,1981,126953.2279
29988,Rural,1990,105619.1893
29989,Rural,2002,89127.78365
29990,Suburb,2006,215202.7461
29991,Suburb,1988,205247.8062
29992,Rural,1976,357062.619
29993,Suburb,1990,239788.5774
29994,Rural,2015,217381.0525
29995,Suburb,1959,107155.3002
29996,Rural,1958,260200.4398
29997,Urban,1976,203705.0226
29998,Rural,1973,218097.1178
29999,Suburb,2020,372332.4768
30000,Urban,2007,291632.4901
30001,Urban,1959,223921.8387
30002,Rural,1997,245213.4088
30003,Urban,2015,297825.4105
30004,Urban,1995,313402.2034
30005,Rural,2011,191287.7257
30006,Urban,1990,295929.3561
30007,Rural,1963,327193.8645
30008,Urban,1982,76440.03026
30009,Suburb,1953,307693.8653
30010,Rural,2001,228453.5618
30011,Suburb,2003,148820.9885
30012,Suburb,1982,174469.5286
30013,Rural,2007,121326.8168
30014,Urban,1973,334136.3723
30015,Rural,2006,154513.1625
30016,Urban,2013,174209.713
30017,Rural,1963,287146.4938
30018,Rural,1961,233809.2951
30019,Suburb,1998,288054.4568
30020,Rural,1981,155869.634
30021,Suburb,1962,242124.3315
30022,Suburb,2011,327154.9314
30023,Suburb,2019,157114.6998
30024,Suburb,1986,116079.8917
30025,Rural,1953,141287.4438
30026,Suburb,1991,201356.5798
30027,Urban,2010,158914.5253
30028,Urban,1973,138938.1577
30029,Suburb,1996,222931.1749
30030,Urban,1982,218107.7827
30031,Urban,1994,297969.1488
30032,Urban,1958,114460.2847
30033,Suburb,2015,177625.4205
30034,Urban,1985,435920.0554
30035,Rural,1973,220496.5253
30036,Rural,2020,284134.2308
30037,Urban,1968,294298.5717
30038,Rural,1960,317127.4384
30039,Rural,1998,173096.0242
30040,Rural,1981,316942.742
30041,Suburb,1966,172760.7548
30042,Suburb,1954,144501.0745
30043,Urban,1975,142294.5532
30044,Rural,1968,125959.5052
30045,Rural,1994,243554.0638
30046,Suburb,1993,180813.8492
30047,Suburb,1967,171243.2084
30048,Urban,1951,239740.8343
30049,Urban,1965,278232.5895
30050,Urban,2002,272913.7901
30051,Urban,1950,342706.3257
30052,Suburb,1981,133441.302
30053,Suburb,1983,337237.2118
30054,Rural,1995,192432.7884
30055,Suburb,1971,166485.7232
30056,Suburb,1998,371575.6856
30057,Rural,1970,204185.6016
30058,Rural,1992,128364.8593
30059,Rural,1953,172249.5926
30060,Rural,2010,281772.7401
30061,Suburb,2016,348237.762
30062,Rural,2014,255577.9024
30063,Rural,1996,123200.1018
30064,Rural,2002,132385.6845
30065,Suburb,1956,261635.3608
30066,Rural,1954,311724.2534
30067,Urban,2005,345707.7821
30068,Rural,1954,390382.5337
30069,Suburb,1979,247491.4909
30070,Rural,2007,140887.7576
30071,Rural,2010,199091.5229
30072,Rural,1959,227542.1426
30073,Rural,1997,115310.8285
30074,Suburb,1972,329635.1634
30075,Suburb,1955,255465.1199
30076,Rural,1976,196767.4256
30077,Rural,2001,37029.3512
30078,Suburb,1983,248086.165
30079,Urban,2001,286596.5749
30080,Rural,1980,178918.0071
30081,Rural,1971,366790.3673
30082,Suburb,1954,345938.9479
30083,Rural,1967,147264.0223
30084,Urban,1970,178106.1411
30085,Urban,2010,283890.2271
30086,Suburb,1994,123863.8779
30087,Urban,2019,181080.5429
30088,Urban,1978,159726.5398
30089,Suburb,1995,217511.1114
30090,Rural,2000,169971.8757
30091,Suburb,1953,290364.1752
30092,Rural,1993,117692.4176
30093,Suburb,1983,157318.4096
30094,Suburb,1993,278072.9228
30095,Suburb,2016,324148.3454
30096,Rural,2007,187065.2835
30097,Rural,2010,380417.3727
30098,Suburb,1959,299147.5427
30099,Urban,1962,173040.2476
30100,Rural,1978,158867.2569
30101,Suburb,2000,258860.4851
30102,Rural,1995,328452.798
30103,Urban,1972,62620.08178
30104,Rural,1972,176127.3508
30105,Suburb,2004,279354.3799
30106,Urban,2004,125853.7185
30107,Urban,2019,296545.7931
30108,Rural,2009,362539.2733
30109,Suburb,1974,87023.17791
30110,Urban,1995,200819.353
30111,Urban,2019,293902.3919
30112,Suburb,1995,120898.7238
30113,Suburb,1972,221798.4437
30114,Urban,1981,299747.415
30115,Suburb,1992,183266.2127
30116,Urban,1970,165186.3136
30117,Suburb,2021,267029.008
30118,Suburb,2017,247217.3141
30119,Urban,1965,256046.1049
30120,Urban,2008,207898.4835
30121,Urban,1998,118929.21
30122,Suburb,1989,326777.0629
30123,Rural,1996,49351.85754
30124,Suburb,1980,195466.8874
30125,Urban,2021,177470.0717
30126,Urban,1978,157950.2773
30127,Urban,1955,313611.6895
30128,Rural,1960,69792.77827
30129,Rural,2013,263085.517
30130,Rural,1974,281756.9525
30131,Rural,2017,291167.3361
30132,Suburb,1990,327982.1913
30133,Urban,1980,143926.4008
30134,Suburb,1999,332892.475
30135,Suburb,1967,297649.698
30136,Rural,1983,183717.7135
30137,Suburb,2004,159881.0952
30138,Suburb,1988,156741.2869
30139,Suburb,1981,232068.1471
30140,Rural,2020,303444.1246
30141,Suburb,1971,190521.122
30142,Urban,1981,207289.9583
30143,Suburb,2008,230364.0786
30144,Suburb,2006,376158.4762
30145,Suburb,1958,171771.333
30146,Urban,1982,183837.4965
30147,Rural,1955,177403.0816
30148,Urban,1964,254319.4845
30149,Urban,1962,151835.0995
30150,Urban,1963,207267.2818
30151,Suburb,1963,136599.4553
30152,Urban,1988,340116.9696
30153,Rural,1962,166873.5378
30154,Suburb,1988,206583.864
30155,Suburb,2007,291540.9547
30156,Suburb,1961,208069.5888
30157,Urban,1980,203845.6993
30158,Rural,2009,286168.3115
30159,Suburb,1950,301013.4745
30160,Suburb,1962,100783.4653
30161,Rural,1984,157926.5372
30162,Rural,1995,182866.5793
30163,Urban,1958,130079.2027
30164,Rural,1962,200764.8628
30165,Suburb,1999,191737.7132
30166,Urban,1984,224132.7112
30167,Rural,2021,247266.7206
30168,Urban,1993,218922.9886
30169,Urban,1960,156902.6899
30170,Rural,2015,287362.3276
30171,Suburb,1997,170776.3482
30172,Rural,1964,-602.2090994
30173,Urban,2013,79782.18728
30174,Suburb,1989,288772.4786
30175,Suburb,1997,114360.0593
30176,Rural,1972,409563.3042
30177,Urban,1964,194119.8813
30178,Suburb,2015,401943.1894
30179,Urban,1972,165073.1806
30180,Urban,2019,237377.4222
30181,Suburb,1961,283468.0262
30182,Rural,1964,185594.1675
30183,Suburb,1967,242349.3281
30184,Suburb,2018,304072.457
30185,Rural,1970,186626.4401
30186,Rural,1978,334421.1908
30187,Urban,2009,308486.2929
30188,Urban,2001,144027.683
30189,Urban,1988,263890.3057
30190,Urban,1959,95962.85008
30191,Urban,2016,117826.196
30192,Urban,2017,226332.8142
30193,Rural,1998,158568.9157
30194,Suburb,1991,274870.3285
30195,Urban,1963,207115.423
30196,Rural,1972,379248.6446
30197,Suburb,1980,265570.7318
30198,Urban,1987,172850.6375
30199,Rural,1998,299295.6047
30200,Rural,2016,296256.5277
30201,Suburb,1962,245021.7415
30202,Suburb,2012,240143.1586
30203,Rural,1968,352323.1746
30204,Urban,2016,185944.2786
30205,Urban,1955,243340.0511
30206,Rural,1998,223766.6159
30207,Suburb,2002,393823.7497
30208,Rural,2002,178597.1292
30209,Urban,1955,367394.4313
30210,Rural,1957,276333.8345
30211,Rural,1981,263971.1893
30212,Urban,1984,127415.0788
30213,Rural,1951,153492.6715
30214,Suburb,1965,104038.6498
30215,Urban,1986,204640.7273
30216,Urban,1993,87169.36975
30217,Urban,2013,181491.4271
30218,Rural,1959,221952.3561
30219,Urban,2006,268297.6319
30220,Suburb,1962,153881.1375
30221,Rural,2007,212557.6851
30222,Rural,1987,221692.2242
30223,Suburb,2006,218571.4266
30224,Suburb,1975,229156.7869
30225,Urban,2017,172472.489
30226,Rural,1964,166908.7816
30227,Urban,1993,168281.8714
30228,Rural,1987,290880.6149
30229,Rural,2006,391305.3244
30230,Suburb,1976,284344.8189
30231,Urban,1973,227133.2351
30232,Rural,1976,146621.236
30233,Urban,1972,169093.8834
30234,Rural,1962,144984.7043
30235,Urban,1953,181412.0862
30236,Rural,2008,245124.8335
30237,Urban,1982,179766.0793
30238,Urban,1980,210065.2424
30239,Suburb,2015,165852.7939
30240,Urban,1976,42333.41171
30241,Suburb,1977,254361.395
30242,Suburb,1983,277447.9329
30243,Urban,2015,168485.8629
30244,Rural,1989,270066.6937
30245,Suburb,2001,246999.8294
30246,Urban,1959,153593.2144
30247,Urban,1963,258094.0212
30248,Urban,1952,188004.2383
30249,Rural,2003,179742.1017
30250,Suburb,1979,111406.6907
30251,Suburb,1952,169738.8849
30252,Rural,1966,209206.5259
30253,Suburb,1998,236347.5833
30254,Rural,2003,237574.2895
30255,Urban,2001,237053.8405
30256,Suburb,1962,206335.6667
30257,Rural,1971,113352.0544
30258,Suburb,1995,169129.9204
30259,Rural,1964,177420.2852
30260,Suburb,1957,90159.86838
30261,Urban,1996,297572.8548
30262,Suburb,2009,87027.86918
30263,Suburb,2007,248113.3933
30264,Rural,1988,178227.3488
30265,Suburb,1971,114923.7757
30266,Suburb,1980,187978.3028
30267,Rural,1993,156988.3502
30268,Rural,1995,334227.333
30269,Suburb,1968,183577.0833
30270,Rural,1964,195354.8112
30271,Rural,1997,188611.2208
30272,Rural,1985,279284.0243
30273,Urban,1983,259712.3645
30274,Rural,1963,350067.0279
30275,Rural,2018,253183.5797
30276,Suburb,2014,267888.9334
30277,Rural,1984,403699.0279
30278,Rural,2011,403825.6462
30279,Rural,1999,130992.7304
30280,Rural,1974,179489.9315
30281,Urban,1966,185599.564
