id,SquareFeet,Bedrooms,Bathrooms
28941,1960,5,3
28942,1826,3,2
28943,2519,3,2
28944,1923,4,3
28945,2169,4,2
28946,1983,2,2
28947,2356,5,1
28948,1480,4,2
28949,2929,3,2
28950,2286,4,3
28951,1292,5,2
28952,2452,5,3
28953,1085,4,3
28954,2039,4,3
28955,1727,5,2
28956,1627,5,3
28957,1117,2,1
28958,1269,4,2
28959,2418,4,2
28960,1978,4,3
28961,1854,3,3
28962,1161,2,3
28963,1699,5,3
28964,2127,2,1
28965,2676,3,2
28966,1166,2,3
28967,1299,3,1
28968,1027,2,3
28969,2447,2,1
28970,2807,2,2
28971,1561,4,1
28972,1882,5,3
28973,1155,2,2
28974,2347,4,3
28975,2371,4,2
28976,2144,4,3
28977,2979,3,1
28978,1651,2,2
28979,2551,5,1
28980,1820,2,1
28981,2973,2,3
28982,1560,5,2
28983,2187,4,1
28984,2085,2,3
28985,2363,4,3
28986,2689,4,1
28987,1311,4,1
28988,1375,5,1
28989,2369,4,3
28990,1149,2,2
28991,2911,4,3
28992,1584,3,1
28993,1580,3,3
28994,1976,3,2
28995,1176,4,3
28996,1353,2,3
28997,1513,2,3
28998,1308,4,3
28999,1118,4,3
29000,2542,5,1
29001,1766,4,2
29002,1995,3,1
29003,1972,5,3
29004,1915,5,3
29005,1477,4,3
29006,2437,4,2
29007,1586,5,1
29008,1350,5,1
29009,2529,5,3
29010,1194,5,1
29011,2210,5,2
29012,2473,2,1
29013,1495,5,3
29014,1514,5,1
29015,1695,2,1
29016,2870,3,1
29017,1272,3,1
29018,1879,3,2
29019,1051,3,3
29020,1262,4,1
29021,2391,4,1
29022,1132,5,1
29023,1993,5,2
29024,2248,3,3
29025,1309,3,2
29026,2596,2,3
29027,2900,2,1
29028,1015,2,3
29029,2764,3,3
29030,1194,2,3
29031,2786,5,1
29032,2466,3,2
29033,1302,4,1
29034,2071,3,2
29035,2770,4,2
29036,2144,4,2
29037,2522,3,2
29038,1831,2,2
29039,1561,5,1
29040,2492,3,1
29041,1040,2,2
29042,2479,4,3
29043,1533,4,1
29044,1370,4,2
29045,2205,4,2
29046,1516,3,3
29047,1656,5,3
29048,2892,4,2
29049,1589,2,3
29050,1230,2,1
29051,1808,5,2
29052,2371,5,1
29053,1478,5,2
29054,2232,4,1
29055,1674,3,2
29056,2703,4,1
29057,1277,4,3
29058,2772,2,2
29059,2711,3,2
29060,1052,3,2
29061,2884,2,2
29062,2033,2,1
29063,2681,2,2
29064,2762,5,3
29065,1747,3,1
29066,1463,2,2
29067,1753,2,2
29068,2840,2,1
29069,1582,4,1
29070,1157,3,2
29071,1018,3,1
29072,1054,5,3
29073,2979,4,2
29074,2750,3,2
29075,2991,5,1
29076,1720,5,3
29077,2044,2,3
29078,2305,5,2
29079,1760,5,3
29080,2563,4,3
29081,2018,2,3
29082,2958,2,2
29083,2440,2,2
29084,1807,5,3
29085,1722,2,3
29086,1284,3,2
29087,2555,4,2
29088,2555,4,1
29089,1510,5,1
29090,2865,2,3
29091,2021,4,2
29092,2419,5,2
29093,1119,5,2
29094,1096,4,3
29095,1119,2,1
29096,2560,2,2
29097,2176,3,2
29098,2268,3,1
29099,2795,2,2
29100,2539,3,2
29101,1392,3,1
29102,2166,4,1
29103,2527,2,2
29104,1793,4,2
29105,2870,4,2
29106,2881,5,1
29107,1219,2,2
29108,1838,4,1
29109,1159,3,2
29110,2099,5,3
29111,1610,3,2
29112,2715,5,2
29113,1638,3,2
29114,2055,3,3
29115,1776,3,1
29116,1333,4,2
29117,2548,2,1
29118,2463,5,1
29119,1891,4,3
29120,1939,5,3
29121,1351,4,2
29122,2362,5,2
29123,1925,5,3
29124,2423,3,3
29125,1395,5,2
29126,2225,5,2
29127,2985,3,1
29128,1529,4,2
29129,2932,4,3
29130,2116,2,1
29131,2815,2,1
29132,1357,2,1
29133,2419,2,1
29134,1827,5,1
29135,1059,5,1
29136,1476,2,3
29137,2749,3,3
29138,1611,2,2
29139,1000,4,3
29140,2578,5,3
29141,1310,3,2
29142,1167,4,1
29143,1191,3,3
29144,2057,3,3
29145,2057,2,1
29146,2711,4,1
29147,2440,2,3
29148,1707,4,1
29149,2181,5,3
29150,2780,4,1
29151,2523,5,2
29152,1365,5,3
29153,2363,2,1
29154,1857,5,1
29155,2358,2,2
29156,2606,3,1
29157,1326,3,1
29158,1113,3,1
29159,1796,4,3
29160,1918,5,2
29161,2441,2,2
29162,2491,3,2
29163,2166,2,3
29164,1608,3,1
29165,1308,5,3
29166,1400,3,2
29167,2343,2,2
29168,1211,3,2
29169,1316,2,3
29170,1184,3,3
29171,2228,2,1
29172,2387,3,3
29173,2239,5,1
29174,1245,3,1
29175,1238,4,1
29176,2828,2,2
29177,2414,3,1
29178,1519,4,3
29179,2613,2,3
29180,2859,3,2
29181,1276,3,2
29182,2980,5,2
29183,2005,3,3
29184,1201,2,3
29185,1213,4,1
29186,1605,3,3
29187,1477,4,2
29188,1507,2,1
29189,2999,2,1
29190,2098,3,2
29191,1668,5,1
29192,1664,3,2
29193,2977,5,2
29194,1141,3,2
29195,2613,4,3
29196,1321,5,2
29197,2717,5,2
29198,1460,4,1
29199,1706,3,1
29200,1669,2,2
29201,2169,2,1
29202,1053,3,3
29203,2379,4,3
29204,1276,2,1
29205,2844,4,1
29206,2618,3,1
29207,1399,4,1
29208,1667,4,1
29209,1515,4,3
29210,2522,2,2
29211,2334,4,1
29212,2294,5,2
29213,1575,4,1
29214,2472,4,2
29215,1111,3,1
29216,1238,4,1
29217,2167,4,3
29218,2397,2,3
29219,2043,5,3
29220,2599,3,3
29221,2312,5,1
29222,2616,4,3
29223,1196,2,2
29224,1381,5,3
29225,2604,5,2
29226,2721,5,2
29227,2702,5,1
29228,2740,5,3
29229,2515,2,3
29230,1163,4,2
29231,1605,2,2
29232,2272,2,3
29233,2091,2,2
29234,1854,2,1
29235,2044,4,3
29236,1830,4,1
29237,2535,2,1
29238,1596,5,3
29239,2413,4,3
29240,1535,4,2
29241,1110,2,1
29242,1948,5,3
29243,1862,5,3
29244,1594,2,1
29245,2893,2,2
29246,2021,4,3
29247,1459,4,1
29248,2101,3,1
29249,1433,3,2
29250,2403,2,3
29251,2675,3,1
29252,2463,5,2
29253,1887,5,3
29254,1782,5,3
29255,2362,4,3
29256,1987,3,3
29257,2447,3,3
29258,1168,2,2
29259,1708,4,1
29260,1964,4,2
29261,2285,4,1
29262,1726,5,2
29263,2602,4,3
29264,1228,3,2
29265,2184,2,1
29266,1426,3,3
29267,1121,4,1
29268,1148,2,3
29269,1851,5,3
29270,1704,2,3
29271,2766,4,1
29272,1110,4,1
29273,2680,2,2
29274,2244,4,1
29275,2927,4,2
29276,1063,4,1
29277,1637,4,3
29278,2753,2,2
29279,2819,2,2
29280,2377,3,2
29281,2497,5,2
29282,1908,5,1
29283,2771,3,2
29284,2508,2,3
29285,1012,3,1
29286,1933,4,3
29287,2176,4,1
29288,1238,5,1
29289,2213,2,2
29290,1662,5,3
29291,2109,3,3
29292,2044,5,3
29293,1693,5,1
29294,2342,4,2
29295,2181,5,1
29296,1970,3,2
29297,1963,2,3
29298,2504,5,3
29299,2902,2,3
29300,1075,3,3
29301,1328,5,1
29302,2439,2,2
29303,2226,4,3
29304,2252,4,2
29305,1151,3,2
29306,2798,5,1
29307,1071,3,1
29308,1224,2,1
29309,1472,2,1
29310,2920,3,2
29311,2666,2,3
29312,1359,3,3
29313,1539,3,2
29314,1810,4,3
29315,1608,2,2
29316,2069,3,2
29317,1000,4,3
29318,1677,3,1
29319,2268,2,1
29320,2242,4,3
29321,2637,2,1
29322,1290,5,3
29323,2481,5,3
29324,1203,5,3
29325,2225,5,1
29326,1565,4,2
29327,1481,2,2
29328,2815,3,1
29329,1510,3,1
29330,1923,3,2
29331,1277,2,2
29332,2004,4,2
29333,1015,2,2
29334,2548,5,3
29335,1355,3,3
29336,1355,2,2
29337,1829,5,3
29338,2962,5,2
29339,1598,4,1
29340,2101,3,3
29341,1927,2,3
29342,2090,5,1
29343,1858,5,2
29344,2746,3,3
29345,1213,2,3
29346,2720,2,3
29347,1448,3,2
29348,1964,5,3
29349,2456,4,1
29350,2568,3,3
29351,2138,5,1
29352,1786,4,1
29353,2443,3,2
29354,1498,3,2
29355,1709,5,3
29356,1379,3,1
29357,2166,2,1
29358,1739,2,2
29359,1631,4,3
29360,2888,3,3
29361,2047,2,1
29362,1538,5,3
29363,1944,5,3
29364,2098,5,1
29365,1752,2,2
29366,1534,3,3
29367,1672,3,2
29368,2064,3,3
29369,2773,4,2
29370,2774,3,3
29371,1567,2,3
29372,2436,2,3
29373,1414,3,3
29374,1448,5,3
29375,1609,4,1
29376,1657,4,3
29377,2797,2,1
29378,1435,4,3
29379,2575,5,2
29380,1704,3,2
29381,1238,4,2
29382,2065,4,1
29383,1733,2,1
29384,2731,5,2
29385,1799,2,1
29386,1009,2,2
29387,1746,4,3
29388,2860,2,3
29389,2288,2,3
29390,2604,4,3
29391,2468,4,1
29392,1138,4,2
29393,2890,3,1
29394,1730,5,2
29395,1195,3,3
29396,2097,4,2
29397,2638,5,1
29398,2248,2,2
29399,2658,5,3
29400,2125,4,1
29401,1263,3,1
29402,1944,5,2
29403,1919,2,3
29404,1160,3,2
29405,2256,3,1
29406,1490,3,2
29407,2810,3,2
29408,1769,2,3
29409,1310,4,2
29410,2674,2,3
29411,1226,4,2
29412,1272,4,3
29413,1937,5,1
29414,1316,2,3
29415,2922,4,3
29416,2109,2,2
29417,1290,2,2
29418,2492,4,1
29419,1728,4,3
29420,2894,3,1
29421,2601,5,2
29422,2792,4,3
29423,2670,4,1
29424,2427,4,2
29425,2450,5,2
29426,1374,2,1
29427,2925,3,3
29428,1566,3,1
29429,1867,2,2
29430,1754,5,3
29431,1251,5,3
29432,2556,4,1
29433,1306,5,2
29434,2453,5,1
29435,1674,4,1
29436,1867,2,2
29437,1263,3,3
29438,1067,2,3
29439,2130,2,1
29440,2423,4,3
29441,2602,2,2
29442,2222,5,3
29443,2215,2,2
29444,1513,2,3
29445,1768,4,1
29446,1441,4,2
29447,1000,3,2
29448,1357,5,2
29449,2138,5,3
29450,1902,3,1
29451,2623,3,3
29452,2220,4,1
29453,2627,3,2
29454,1273,2,3
29455,1855,3,2
29456,2017,2,3
29457,2183,3,1
29458,1172,4,1
29459,2568,5,2
29460,2481,2,1
29461,1584,5,3
29462,2456,2,3
29463,1928,5,2
29464,1480,4,2
29465,1454,2,2
29466,1195,3,2
29467,1795,4,3
29468,1598,5,2
29469,2332,2,1
29470,2759,4,1
29471,1555,5,1
29472,1847,2,1
29473,2517,2,2
29474,1438,4,3
29475,1649,5,1
29476,2805,5,1
29477,1358,2,1
29478,2059,5,1
29479,2057,3,2
29480,2111,3,1
29481,1657,2,1
29482,1015,5,1
29483,1744,2,3
29484,1420,3,3
29485,1552,2,1
29486,1766,2,3
29487,1792,4,1
29488,2149,4,1
29489,2031,3,1
29490,2495,5,1
29491,2491,3,2
29492,1879,5,1
29493,2885,5,3
29494,1851,4,2
29495,1509,4,3
29496,2425,3,2
29497,2859,3,1
29498,2199,3,1
29499,2763,4,1
29500,1965,4,1
29501,2858,2,2
29502,1913,3,3
29503,2390,2,1
29504,2511,5,1
29505,1017,3,1
29506,1055,4,1
29507,1918,3,3
29508,2058,3,2
29509,1901,4,1
29510,1629,4,1
29511,1793,5,3
29512,2789,3,3
29513,2748,3,3
29514,2596,3,2
29515,2623,3,1
29516,2806,5,3
29517,1346,3,2
29518,2055,5,2
29519,1907,5,3
29520,2023,4,1
29521,2156,3,3
29522,1575,4,3
29523,1198,5,3
29524,2279,2,2
29525,2365,2,2
29526,2690,3,2
29527,2998,2,2
29528,2254,4,3
29529,1300,2,1
29530,2016,2,2
29531,2570,5,3
29532,1025,4,2
29533,2558,3,1
29534,2676,4,3
29535,2497,4,1
29536,2410,3,3
29537,2308,4,2
29538,1449,5,2
29539,1319,3,2
29540,1155,5,2
29541,1470,4,1
29542,1419,2,3
29543,2136,3,2
29544,2925,3,2
29545,1650,2,1
29546,2445,2,1
29547,1885,3,2
29548,1929,2,1
29549,2744,5,1
29550,1834,4,2
29551,1875,5,2
29552,1941,4,2
29553,1993,4,2
29554,2621,2,3
29555,2308,2,3
29556,1571,5,3
29557,1053,2,1
29558,1604,5,1
29559,1324,3,1
29560,1969,5,3
29561,2481,4,1
29562,1884,3,3
29563,1264,5,3
29564,1381,5,3
29565,2236,3,3
29566,1332,3,1
29567,2033,4,2
29568,2381,4,1
29569,1202,4,1
29570,2731,2,2
29571,1057,4,3
29572,2517,2,1
29573,2533,5,3
29574,2791,5,3
29575,2246,5,3
29576,2392,2,1
29577,2715,5,2
29578,2441,5,1
29579,2897,2,2
29580,1546,4,2
29581,1870,4,2
29582,1102,4,1
29583,2184,4,3
29584,2223,3,2
29585,2183,5,3
29586,2718,4,2
29587,1864,4,1
29588,2159,4,1
29589,2965,4,1
29590,1397,4,3
29591,2761,3,1
29592,1391,3,1
29593,2778,2,3
29594,1105,2,2
29595,2606,4,3
29596,2612,2,2
29597,2077,3,1
29598,2300,4,2
29599,1110,2,1
29600,1223,2,1
29601,1074,3,1
29602,1505,5,3
29603,2037,4,3
29604,2994,2,3
29605,1769,3,3
29606,1481,4,3
29607,2212,3,1
29608,1363,4,1
29609,1238,5,1
29610,2424,5,1
29611,1845,4,2
29612,1984,4,3
29613,2327,3,2
29614,2114,4,2
29615,1391,2,2
29616,2207,4,3
29617,2040,4,1
29618,1964,5,1
29619,1011,5,2
29620,2189,3,1
29621,1145,4,3
29622,2305,2,1
29623,2572,2,1
29624,2605,4,3
29625,1168,3,2
29626,1846,2,2
29627,1169,3,3
29628,1764,4,2
29629,2369,3,2
29630,1498,4,2
29631,2483,5,2
29632,2320,4,3
29633,2966,3,2
29634,2165,2,2
29635,1896,4,3
29636,2808,4,1
29637,2760,4,3
29638,2718,5,2
29639,2756,5,3
29640,2076,5,3
29641,1117,2,3
29642,1364,2,3
29643,2694,4,1
29644,2981,2,3
29645,1135,3,2
29646,2437,3,1
29647,2100,5,3
29648,2871,3,2
29649,2985,3,2
29650,1556,4,2
29651,1017,5,2
29652,2890,5,1
29653,2964,5,2
29654,1402,3,2
29655,1204,2,2
29656,1498,4,2
29657,1323,2,1
29658,1594,5,3
29659,1561,5,3
29660,2304,3,3
29661,2189,4,1
29662,2266,4,3
29663,2912,4,2
29664,1478,3,1
29665,1163,2,3
29666,1323,4,3
29667,2591,2,3
29668,1550,3,1
29669,1830,3,1
29670,1639,2,2
29671,2926,4,1
29672,1633,2,1
29673,1758,4,2
29674,2721,5,3
29675,1207,5,3
29676,1314,4,1
29677,1303,2,2
29678,1900,4,3
29679,1238,4,2
29680,2750,4,2
29681,1803,5,1
29682,2247,3,3
29683,2111,5,2
29684,2560,4,3
29685,2452,2,3
29686,2243,3,3
29687,1274,4,3
29688,2670,3,2
29689,1953,2,3
29690,2768,3,2
29691,2089,3,1
29692,2615,4,1
29693,2446,2,2
29694,1254,2,1
29695,1124,5,1
29696,2169,3,3
29697,1614,4,2
29698,1384,3,2
29699,1446,3,3
29700,1386,3,1
29701,1382,4,3
29702,2300,3,2
29703,2405,4,3
29704,1123,2,2
29705,2949,3,2
29706,2290,5,1
29707,2813,2,2
29708,2134,5,1
29709,2404,3,3
29710,2848,2,1
29711,2624,4,3
29712,2922,3,3
29713,2181,3,3
29714,1727,4,2
29715,1895,5,1
29716,2836,2,3
29717,2571,2,3
29718,2622,4,1
29719,2141,2,3
29720,1327,4,2
29721,2983,5,1
29722,1693,5,3
29723,2091,2,1
29724,2457,4,2
29725,1358,4,2
29726,2002,4,3
29727,2694,4,1
29728,1796,2,2
29729,1442,3,1
29730,1163,2,1
29731,1972,4,3
29732,1360,3,2
29733,1584,3,3
29734,2142,2,1
29735,1852,4,3
29736,2010,4,3
29737,2218,4,2
29738,2624,4,1
29739,2880,4,3
29740,2611,3,1
29741,2756,2,3
29742,2674,2,2
29743,2023,5,3
29744,2907,2,2
29745,2930,3,3
29746,1240,5,3
29747,2532,3,2
29748,1665,2,3
29749,1564,3,3
29750,2165,3,2
29751,1831,2,3
29752,1975,3,1
29753,2929,5,3
29754,1030,5,2
29755,1222,4,3
29756,2827,5,1
29757,1265,5,1
29758,2305,2,3
29759,1787,5,3
29760,1380,2,2
29761,1555,5,3
29762,1061,2,2
29763,1712,2,1
29764,1846,3,1
29765,1520,5,1
29766,2094,2,1
29767,1601,5,3
29768,2559,4,3
29769,1139,3,2
29770,2339,3,2
29771,2363,2,1
29772,2911,5,2
29773,1589,3,3
29774,2749,3,2
29775,1527,3,1
29776,1540,2,2
29777,2439,4,3
29778,2490,2,2
29779,1374,4,1
29780,1290,3,3
29781,1042,4,2
29782,2887,2,1
29783,2910,2,2
29784,2076,5,2
29785,2811,5,3
29786,2906,2,3
29787,2255,5,3
29788,2235,3,1
29789,1007,4,2
29790,2657,2,1
29791,1482,2,3
29792,1041,5,1
29793,1332,2,1
29794,2256,5,3
29795,2093,3,2
29796,2902,2,1
29797,2039,3,2
29798,1068,3,3
29799,1052,2,2
29800,1684,5,2
29801,2970,5,2
29802,1993,3,2
29803,2797,5,1
29804,2402,5,1
29805,2824,3,3
29806,2486,2,3
29807,1526,2,3
29808,2805,4,1
29809,2702,2,1
29810,1062,5,1
29811,1260,4,2
29812,2523,4,1
29813,2144,4,1
29814,1857,2,1
29815,2263,4,3
29816,2488,4,3
29817,2130,4,3
29818,1179,2,1
29819,2039,2,1
29820,1354,2,3
29821,1933,2,2
29822,2332,3,3
29823,1726,2,2
29824,1588,5,2
29825,2760,4,1
29826,1604,2,1
29827,1180,5,1
29828,1173,5,2
29829,1353,5,2
29830,1353,3,3
29831,2242,3,3
29832,2678,3,3
29833,2338,5,3
29834,1433,2,2
29835,1904,5,1
29836,1281,3,1
29837,1258,3,1
29838,1867,3,2
29839,1558,2,1
29840,1004,5,3
29841,2597,3,3
29842,1595,5,1
29843,2668,5,1
29844,1393,3,3
29845,1335,4,1
29846,1062,4,1
29847,2816,4,1
29848,1043,3,2
29849,1152,5,1
29850,2949,4,3
29851,2805,2,2
29852,1853,4,3
29853,2706,2,3
29854,2179,4,1
29855,2501,4,3
29856,1274,4,1
29857,2381,2,2
29858,1425,2,1
29859,2555,4,1
29860,1482,2,1
29861,1213,5,1
29862,1078,4,1
29863,1138,5,2
29864,1949,3,1
29865,1097,3,2
29866,2912,3,3
29867,1663,5,1
29868,1197,2,3
29869,1784,3,2
29870,1155,4,1
29871,2073,4,1
29872,1478,2,3
29873,1227,4,3
29874,2974,5,3
29875,2480,3,2
29876,1521,5,2
29877,1148,4,1
29878,2081,5,3
29879,1161,2,2
29880,1862,5,2
29881,2500,4,2
29882,2130,4,3
29883,2450,3,2
29884,1394,5,2
29885,1800,2,3
29886,1185,3,2
29887,1557,4,3
29888,2980,5,3
29889,1445,2,2
29890,2664,4,3
29891,2940,4,1
29892,1829,3,3
29893,2471,4,1
29894,1086,2,1
29895,2272,2,3
29896,2864,3,1
29897,2463,3,1
29898,2280,2,2
29899,2300,3,3
29900,2813,4,3
29901,1437,2,1
29902,1515,3,3
29903,2600,2,3
29904,1946,4,2
29905,2225,3,2
29906,2598,2,3
29907,2678,4,2
29908,1755,3,3
29909,2827,2,2
29910,1796,4,1
29911,2203,4,2
29912,1685,4,1
29913,1324,5,2
29914,2948,4,3
29915,1622,4,3
29916,1686,3,1
29917,2498,5,1
29918,2688,4,3
29919,2999,3,2
29920,1399,3,1
29921,1867,2,3
29922,1216,2,2
29923,1808,5,3
29924,1960,3,3
29925,2476,4,2
29926,2000,4,2
29927,2427,3,2
29928,2988,5,2
29929,1931,4,3
29930,1239,5,3
29931,2761,3,3
29932,2209,5,2
29933,1047,2,3
29934,2409,5,3
29935,2231,5,2
29936,2180,4,2
29937,2248,5,1
29938,2167,4,2
29939,2442,4,3
29940,2134,2,2
29941,2853,4,1
29942,1874,3,1
29943,2897,4,3
29944,2488,3,2
29945,1131,4,2
29946,1624,3,1
29947,2859,2,2
29948,2970,5,3
29949,1600,4,3
29950,1672,2,2
29951,1333,2,2
29952,2943,4,3
29953,2098,4,2
29954,2816,3,1
29955,2435,4,1
29956,2542,4,2
29957,2648,3,1
29958,1035,3,3
29959,1777,4,2
29960,2648,4,1
29961,2827,4,3
29962,1222,5,2
29963,2746,5,2
29964,1529,2,2
29965,1240,2,2
29966,1133,4,1
29967,2755,3,2
29968,1390,4,2
29969,1101,4,1
29970,2675,2,1
29971,1680,4,3
29972,1497,4,1
29973,1510,2,2
29974,1702,2,1
29975,1993,3,2
29976,2560,3,1
29977,1948,3,3
29978,2568,5,3
29979,2366,5,3
29980,1840,4,3
29981,1005,3,3
29982,1957,2,1
29983,1193,3,2
29984,1741,4,1
29985,2160,5,3
29986,2858,5,3
29987,1911,4,2
29988,1472,3,3
29989,1215,4,1
29990,2372,4,3
29991,1875,5,3
29992,2206,5,2
29993,2191,5,3
29994,2817,4,1
29995,1037,3,3
29996,2698,4,1
29997,1470,3,3
29998,1451,3,1
29999,2978,4,3
30000,2513,3,2
30001,2165,3,1
30002,2012,4,3
30003,2783,5,1
30004,2966,4,3
30005,1102,5,2
30006,2734,3,2
30007,2735,5,2
30008,1041,5,1
30009,1946,2,2
30010,2170,2,1
30011,1065,5,1
30012,1942,2,2
30013,1192,5,1
30014,2321,2,1
30015,2061,3,1
30016,1501,4,1
30017,2676,2,2
30018,2641,4,1
30019,2451,2,2
30020,1663,5,2
30021,1351,2,1
30022,2949,2,1
30023,1325,4,2
30024,2061,4,2
30025,2120,2,2
30026,1107,4,1
30027,1630,2,1
30028,1150,5,3
30029,2097,5,1
30030,2080,3,1
30031,1877,4,2
30032,1334,2,1
30033,2275,5,3
30034,2942,3,2
30035,1803,3,3
30036,2848,2,1
30037,1766,3,3
30038,2277,3,1
30039,2408,2,2
30040,2479,3,3
30041,1258,3,1
30042,1781,2,2
30043,2488,2,2
30044,1033,5,2
30045,2518,3,1
30046,1325,5,2
30047,1836,5,1
30048,2261,4,3
30049,1690,2,1
30050,2639,4,1
30051,2564,2,1
30052,1738,4,3
30053,2489,2,1
30054,1743,3,3
30055,2327,3,3
30056,2885,5,3
30057,1846,4,3
30058,1116,5,2
30059,2230,4,3
30060,2935,2,2
30061,2720,2,3
30062,2504,4,3
30063,1649,4,2
30064,1402,3,2
30065,1996,4,1
30066,2858,3,2
30067,2699,4,2
30068,2923,3,2
30069,2610,5,1
30070,1232,3,1
30071,1928,5,3
30072,2307,3,3
30073,1479,2,1
30074,2912,3,2
30075,2790,4,1
30076,1975,5,1
30077,1008,4,1
30078,1714,4,1
30079,2925,2,1
30080,1378,3,3
30081,2840,2,2
30082,2626,3,3
30083,1380,4,3
30084,1843,3,1
30085,2685,2,3
30086,1359,5,2
30087,1175,2,2
30088,1484,2,2
30089,2428,2,1
30090,1032,5,3
30091,2488,4,1
30092,1695,2,3
30093,1156,2,3
30094,1564,2,2
30095,2831,5,3
30096,1201,5,2
30097,2809,5,1
30098,2198,4,3
30099,2267,3,3
30100,2292,4,2
30101,1922,4,3
30102,2469,4,2
30103,1073,3,1
30104,1095,2,3
30105,2896,5,1
30106,1172,4,1
30107,2922,5,2
30108,2429,5,2
30109,1154,5,3
30110,2206,2,1
30111,2346,5,2
30112,1288,5,3
30113,1257,2,1
30114,2610,5,3
30115,1173,3,1
30116,1329,3,1
30117,2254,4,3
30118,1758,3,1
30119,2019,3,2
30120,1160,3,3
30121,1185,2,1
30122,2926,3,1
30123,1142,5,1
30124,2305,4,1
30125,1906,5,1
30126,1639,5,3
30127,2701,3,3
30128,1026,4,2
30129,2269,5,2
30130,2510,4,3
30131,2670,3,3
30132,2920,5,1
30133,1201,2,2
30134,2044,5,2
30135,2614,5,2
30136,1669,4,1
30137,2117,4,2
30138,2031,4,1
30139,1471,3,1
30140,2362,4,1
30141,1258,3,1
30142,1054,4,3
30143,1910,2,2
30144,2571,4,3
30145,2029,3,2
30146,2400,3,3
30147,1553,5,1
30148,2073,4,3
30149,1111,3,1
30150,1145,5,3
30151,1229,2,1
30152,2746,3,3
30153,1496,4,1
30154,2329,2,2
30155,2565,3,1
30156,1460,4,3
30157,1806,3,2
30158,2651,4,1
30159,2931,5,3
30160,1225,3,3
30161,1058,3,1
30162,2099,2,2
30163,1427,5,3
30164,1727,2,3
30165,2155,3,3
30166,1931,5,2
30167,1497,4,2
30168,1815,5,3
30169,1909,5,3
30170,2616,4,2
30171,2328,3,2
30172,1066,3,1
30173,1229,2,1
30174,1982,3,1
30175,1332,3,1
30176,2928,4,3
30177,1276,2,3
30178,2896,5,1
30179,2607,2,3
30180,1720,3,2
30181,2807,2,2
30182,1143,5,1
30183,2274,4,3
30184,2819,3,2
30185,1690,3,3
30186,2975,5,2
30187,2103,4,3
30188,1056,2,2
30189,2389,5,2
30190,1307,2,2
30191,1173,4,1
30192,2485,4,3
30193,1749,4,1
30194,2003,4,3
30195,1677,2,2
30196,2619,5,1
30197,2516,5,2
30198,1559,2,1
30199,2662,4,3
30200,2704,4,3
30201,2889,3,3
30202,2397,3,2
30203,2978,2,1
30204,1348,5,1
30205,2090,3,1
30206,1329,3,1
30207,2875,5,1
30208,1193,3,1
30209,2178,5,3
30210,2183,2,3
30211,2719,3,1
30212,1265,4,1
30213,1167,2,1
30214,1144,3,1
30215,1185,5,3
30216,1885,2,2
30217,1864,3,3
30218,1773,2,1
30219,2446,4,1
30220,2006,3,3
30221,1785,3,3
30222,1456,5,2
30223,2863,2,2
30224,1344,4,3
30225,1734,5,3
30226,1553,3,3
30227,2020,5,1
30228,2539,5,3
30229,1787,4,2
30230,2819,3,1
30231,1935,4,3
30232,1704,3,1
30233,2127,2,1
30234,1246,2,1
30235,1811,4,2
30236,2046,5,1
30237,1952,3,2
30238,1814,3,2
30239,2548,4,2
30240,1143,5,2
30241,1729,5,1
30242,2718,3,3
30243,1862,2,3
30244,2777,3,3
30245,2216,2,3
30246,1464,4,3
30247,2807,5,3
30248,1374,3,3
30249,1676,4,3
30250,1691,5,2
30251,1628,2,1
30252,2289,4,2
30253,2401,4,3
30254,2573,3,3
30255,1555,4,3
30256,1862,4,1
30257,1073,3,2
30258,1437,4,1
30259,1880,2,2
30260,1225,3,2
30261,2842,2,3
30262,1307,3,2
30263,1965,5,2
30264,1347,4,1
30265,1475,5,2
30266,2338,2,1
30267,1524,5,2
30268,2448,2,1
30269,1523,5,3
30270,1561,2,2
30271,2848,4,1
30272,2969,5,1
30273,2272,2,3
30274,2654,2,3
30275,1568,5,1
30276,2205,5,1
30277,2985,5,1
30278,2799,4,2
30279,1105,4,2
30280,1190,4,1
30281,2160,5,3
30282,1699,2,3
30283,2143,2,3
30284,2777,2,2
30285,1830,3,3
30286,1071,5,3
30287,1754,2,1
30288,2154,5,3
30289,1456,5,2
30290,2804,2,2
30291,1904,5,1
30292,1478,3,1
30293,1051,3,2
30294,2003,2,1
30295,1573,5,2
30296,2142,3,3
30297,2900,2,2
30298,2287,4,2
30299,2262,4,3
30300,2374,4,3
30301,1892,4,3
30302,1254,3,1
30303,1684,2,1
30304,2332,3,1
30305,2772,4,2
30306,2854,5,3
30307,2630,4,1
30308,2872,5,1
30309,2518,2,1
30310,1056,3,1
30311,1949,5,3
30312,2426,4,3
30313,2090,3,1
30314,2069,5,2
30315,1605,2,3
30316,2673,5,2
30317,1368,5,2
30318,2628,2,3
30319,1231,3,2
30320,2425,2,3
30321,1907,3,1
30322,2584,3,3
30323,2046,3,1
30324,1573,5,2
30325,2290,4,2
30326,1840,4,1
30327,1117,5,3
30328,2975,3,1
30329,2623,2,2
30330,2624,2,1
30331,2078,4,1
30332,2176,3,1
30333,2262,5,2
30334,2288,5,3
30335,1267,4,3
30336,2930,3,2
30337,1112,2,2
